transaction_id,case_id,timestamp_min,source_account,destination_account,amount_inr,channel,city,state,sequence_step,transaction_role,is_fraud_linked
FTX_00009442,CASE_002881,980,ACC_0007054,ACC_0027169,12908.13,IMPS,Nagpur,Maharashtra,3,FAN_OUT,1
FTX_00009443,CASE_002881,982,ACC_0007054,ACC_0012781,56872.87,IMPS,Nagpur,Maharashtra,4,FAN_OUT,1
FTX_00009444,CASE_002881,1020,ACC_0007054,ACC_0085716,3068.52,IMPS,Nagpur,Maharashtra,5,FAN_OUT,1
FTX_00009445,CASE_002881,960,ACC_0007054,ACC_0076656,80570.25,IMPS,Nagpur,Maharashtra,6,FAN_OUT,1
FTX_00009446,CASE_002882,23738,ACC_0083987,ACC_0098670,27077.57,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009447,CASE_002882,23806,ACC_0010883,ACC_0098670,8685.22,UPI,Pune,Maharashtra,1,FAN_IN,1
FTX_00009448,CASE_002882,23793,ACC_0028406,ACC_0098670,3321.73,UPI,Pune,Maharashtra,2,FAN_IN,1
FTX_00009449,CASE_002882,23834,ACC_0048760,ACC_0098670,2698.88,UPI,Pune,Maharashtra,3,FAN_IN,1
FTX_00009450,CASE_002882,23747,ACC_0007345,ACC_0098670,1645.42,UPI,Pune,Maharashtra,4,FAN_IN,1
FTX_00009451,CASE_002882,23816,ACC_0056588,ACC_0098670,10726.33,UPI,Pune,Maharashtra,5,FAN_IN,1
FTX_00009452,CASE_002883,28326,ACC_0029991,ACC_0055510,14961.95,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009453,CASE_002884,221103,ACC_0001083,ACC_0029816,94948.89,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009454,CASE_002884,221167,ACC_0001554,ACC_0029816,24909.28,UPI,Pune,Maharashtra,1,FAN_IN,1
FTX_00009455,CASE_002884,221153,ACC_0033808,ACC_0029816,15701.93,UPI,Pune,Maharashtra,2,FAN_IN,1
FTX_00009456,CASE_002884,221133,ACC_0061530,ACC_0029816,27851.12,UPI,Pune,Maharashtra,3,FAN_IN,1
FTX_00009457,CASE_002884,221188,ACC_0078218,ACC_0029816,13943.54,UPI,Pune,Maharashtra,4,FAN_IN,1
FTX_00009458,CASE_002884,221188,ACC_0072801,ACC_0029816,12543.02,UPI,Pune,Maharashtra,5,FAN_IN,1
FTX_00009459,CASE_002885,189665,ACC_0036660,ACC_0038744,47582.21,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009460,CASE_002885,189735,ACC_0038744,ACC_0062720,40444.88,IMPS,Chennai,Tamil Nadu,2,ADAPTIVE_REROUTE,1
FTX_00009461,CASE_002886,71929,ACC_0074603,ACC_0072398,15093.11,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009462,CASE_002887,22379,ACC_0010949,ACC_0088775,15315.99,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009463,CASE_002887,22422,ACC_0088775,ACC_0071364,9471.62,IMPS,Ahmedabad,Gujarat,2,FAN_OUT,1
FTX_00009464,CASE_002887,22406,ACC_0088775,ACC_0096242,405.97,IMPS,Ahmedabad,Gujarat,3,FAN_OUT,1
FTX_00009465,CASE_002887,22434,ACC_0088775,ACC_0060285,1522.36,IMPS,Ahmedabad,Gujarat,4,FAN_OUT,1
FTX_00009466,CASE_002887,22402,ACC_0088775,ACC_0098988,870.53,IMPS,Ahmedabad,Gujarat,5,FAN_OUT,1
FTX_00009467,CASE_002887,22437,ACC_0088775,ACC_0055995,3045.51,IMPS,Ahmedabad,Gujarat,6,FAN_OUT,1
FTX_00009468,CASE_002888,53226,ACC_0094680,ACC_0011416,42873.11,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00009469,CASE_002889,244889,ACC_0095317,ACC_0027617,84597.27,UPI,Delhi,Delhi,1,VICTIM_TO_MULE,1
FTX_00009470,CASE_002889,244959,ACC_0027617,ACC_0068278,71907.68,IMPS,Delhi,Delhi,2,ADAPTIVE_REROUTE,1
FTX_00009471,CASE_002890,220556,ACC_0057438,ACC_0055913,202599.64,UPI,Delhi,Delhi,1,VICTIM_TO_MULE,1
FTX_00009472,CASE_002890,220590,ACC_0055913,ACC_0052540,171311.03,IMPS,Delhi,Delhi,2,MULE_HOP,1
FTX_00009473,CASE_002890,220574,ACC_0052540,ACC_0012334,151953.76,IMPS,Delhi,Delhi,3,MULE_HOP,1
FTX_00009474,CASE_002890,220600,ACC_0012334,ACC_0010918,139767.55,IMPS,Delhi,Delhi,4,MULE_HOP,1
FTX_00009475,CASE_002890,221256,ACC_0010918,ACC_0056005,125790.79,IMPS,Delhi,Delhi,5,MULE_HOP,1
FTX_00009476,CASE_002891,22489,ACC_0080265,ACC_0035457,50737.1,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00009477,CASE_002891,22569,ACC_0035457,ACC_0037274,45663.39,IMPS,Hyderabad,Telangana,2,DIGITAL_ASSET_PROXY,1
FTX_00009478,CASE_002892,22064,ACC_0041721,ACC_0033113,24868.09,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009479,CASE_002892,22127,ACC_0033113,ACC_0060634,6866.29,IMPS,Chennai,Tamil Nadu,2,FAN_OUT,1
FTX_00009480,CASE_002892,22100,ACC_0033113,ACC_0050259,161.48,IMPS,Chennai,Tamil Nadu,3,FAN_OUT,1
FTX_00009481,CASE_002892,22129,ACC_0033113,ACC_0060239,11191.52,IMPS,Chennai,Tamil Nadu,4,FAN_OUT,1
FTX_00009482,CASE_002892,22100,ACC_0033113,ACC_0080529,6402.94,IMPS,Chennai,Tamil Nadu,5,FAN_OUT,1
FTX_00009483,CASE_002892,22070,ACC_0033113,ACC_0027296,245.86,IMPS,Chennai,Tamil Nadu,6,FAN_OUT,1
FTX_00009484,CASE_002893,75808,ACC_0037785,ACC_0026402,105418.92,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009485,CASE_002893,75888,ACC_0026402,ACC_0073430,94877.03,IMPS,Nagpur,Maharashtra,2,DIGITAL_ASSET_PROXY,1
FTX_00009486,CASE_002894,172577,ACC_0079791,ACC_0047708,14149.62,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009487,CASE_002894,172657,ACC_0047708,ACC_0020482,12734.66,IMPS,Nagpur,Maharashtra,2,DIGITAL_ASSET_PROXY,1
FTX_00009488,CASE_002895,214252,ACC_0071547,ACC_0057626,84394.03,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009489,CASE_002895,214342,ACC_0057626,ACC_0007117,71734.93,IMPS,Chennai,Tamil Nadu,2,CROSS_STATE,1
FTX_00009490,CASE_002896,40738,ACC_0083081,ACC_0094482,77449.03,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009491,CASE_002896,40828,ACC_0094482,ACC_0010838,65831.68,IMPS,Kolkata,West Bengal,2,CROSS_STATE,1
FTX_00009492,CASE_002897,46844,ACC_0002492,ACC_0049813,10174.5,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009493,CASE_002898,124893,ACC_0057552,ACC_0050744,10671.42,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009494,CASE_002898,124931,ACC_0050744,ACC_0008786,8984.37,IMPS,Nagpur,Maharashtra,2,MULE_HOP,1
FTX_00009495,CASE_002898,124935,ACC_0008786,ACC_0080968,7379.78,IMPS,Nagpur,Maharashtra,3,MULE_HOP,1
FTX_00009496,CASE_002898,124909,ACC_0080968,ACC_0071786,6675.67,IMPS,Nagpur,Maharashtra,4,MULE_HOP,1
FTX_00009497,CASE_002899,248134,ACC_0053547,ACC_0094516,32926.48,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009498,CASE_002899,248164,ACC_0094516,ACC_0078027,31550.92,IMPS,Chennai,Tamil Nadu,2,MULE_HOP,1
FTX_00009499,CASE_002899,248167,ACC_0078027,ACC_0037119,27948.88,IMPS,Chennai,Tamil Nadu,3,MULE_HOP,1
FTX_00009500,CASE_002899,248202,ACC_0037119,ACC_0091836,26410.63,IMPS,Chennai,Tamil Nadu,4,MULE_HOP,1
FTX_00009501,CASE_002900,182833,ACC_0080159,ACC_0057623,81419.06,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009502,CASE_002900,182923,ACC_0057623,ACC_0067492,69206.2,IMPS,Hyderabad,Telangana,2,CROSS_STATE,1
FTX_00009503,CASE_002901,216831,ACC_0079685,ACC_0055559,25652.91,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009504,CASE_002901,216857,ACC_0055559,ACC_0050670,24810.31,IMPS,Nagpur,Maharashtra,2,MULE_HOP,1
FTX_00009505,CASE_002901,216879,ACC_0050670,ACC_0037618,21551.39,IMPS,Nagpur,Maharashtra,3,MULE_HOP,1
FTX_00009506,CASE_002901,216847,ACC_0037618,ACC_0064014,18858.72,IMPS,Nagpur,Maharashtra,4,MULE_HOP,1
FTX_00009507,CASE_002902,183018,ACC_0072963,ACC_0053516,16743.88,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009508,CASE_002902,183105,ACC_0091279,ACC_0053516,1638.34,UPI,Pune,Maharashtra,1,FAN_IN,1
FTX_00009509,CASE_002902,183038,ACC_0075584,ACC_0053516,8045.57,UPI,Pune,Maharashtra,2,FAN_IN,1
FTX_00009510,CASE_002902,183095,ACC_0060541,ACC_0053516,3585.75,UPI,Pune,Maharashtra,3,FAN_IN,1
FTX_00009511,CASE_002902,183057,ACC_0095486,ACC_0053516,3116.86,UPI,Pune,Maharashtra,4,FAN_IN,1
FTX_00009512,CASE_002902,183100,ACC_0011007,ACC_0053516,357.36,UPI,Pune,Maharashtra,5,FAN_IN,1
FTX_00009513,CASE_002903,75024,ACC_0013892,ACC_0081655,103053.4,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00009514,CASE_002903,75050,ACC_0081655,ACC_0046871,95605.73,IMPS,Kolkata,West Bengal,2,MULE_HOP,1
FTX_00009515,CASE_002903,75078,ACC_0046871,ACC_0003619,78679.22,IMPS,Kolkata,West Bengal,3,MULE_HOP,1
FTX_00009516,CASE_002903,75080,ACC_0003619,ACC_0078287,76513.74,IMPS,Kolkata,West Bengal,4,MULE_HOP,1
FTX_00009517,CASE_002904,11104,ACC_0046361,ACC_0010309,25609.56,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00009518,CASE_002904,11184,ACC_0010309,ACC_0079708,23048.6,IMPS,Bengaluru,Karnataka,2,DIGITAL_ASSET_PROXY,1
FTX_00009519,CASE_002905,249449,ACC_0045486,ACC_0023543,9308.29,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009520,CASE_002905,249519,ACC_0023543,ACC_0012334,7912.05,IMPS,Nagpur,Maharashtra,2,ADAPTIVE_REROUTE,1
FTX_00009521,CASE_002906,119097,ACC_0031913,ACC_0058267,154237.54,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00009522,CASE_002906,119177,ACC_0058267,ACC_0014391,138813.79,IMPS,Kolkata,West Bengal,2,DIGITAL_ASSET_PROXY,1
FTX_00009523,CASE_002907,221565,ACC_0022655,ACC_0011154,24634.24,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009524,CASE_002908,75882,ACC_0056837,ACC_0026668,11773.71,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009525,CASE_002909,171492,ACC_0026002,ACC_0027535,43549.63,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009526,CASE_002910,134084,ACC_0082866,ACC_0034837,156779.0,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009527,CASE_002910,134110,ACC_0034837,ACC_0051384,133309.42,IMPS,Mumbai,Maharashtra,2,MULE_HOP,1
FTX_00009528,CASE_002910,134111,ACC_0051384,ACC_0095623,119541.84,IMPS,Mumbai,Maharashtra,3,MULE_HOP,1
FTX_00009529,CASE_002910,134124,ACC_0095623,ACC_0033514,113779.66,IMPS,Mumbai,Maharashtra,4,MULE_HOP,1
FTX_00009530,CASE_002910,134784,ACC_0033514,ACC_0070404,102401.69,IMPS,Mumbai,Maharashtra,5,MULE_HOP,1
FTX_00009531,CASE_002911,109238,ACC_0009159,ACC_0068262,31970.52,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009532,CASE_002912,98379,ACC_0063522,ACC_0000324,6767.48,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009533,CASE_002912,98449,ACC_0000324,ACC_0093705,5752.36,IMPS,Mumbai,Maharashtra,2,ADAPTIVE_REROUTE,1
FTX_00009534,CASE_002913,127173,ACC_0018103,ACC_0080666,129666.84,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00009535,CASE_002914,250129,ACC_0065508,ACC_0060239,51304.23,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009536,CASE_002914,250133,ACC_0081688,ACC_0060239,6362.41,UPI,Chennai,Tamil Nadu,1,FAN_IN,1
FTX_00009537,CASE_002914,250148,ACC_0091468,ACC_0060239,931.47,UPI,Chennai,Tamil Nadu,2,FAN_IN,1
FTX_00009538,CASE_002914,250141,ACC_0058667,ACC_0060239,6648.28,UPI,Chennai,Tamil Nadu,3,FAN_IN,1
FTX_00009539,CASE_002914,250141,ACC_0011721,ACC_0060239,16975.25,UPI,Chennai,Tamil Nadu,4,FAN_IN,1
FTX_00009540,CASE_002914,250162,ACC_0060203,ACC_0060239,20386.81,UPI,Chennai,Tamil Nadu,5,FAN_IN,1
FTX_00009541,CASE_002915,136102,ACC_0026648,ACC_0039236,19849.03,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00009542,CASE_002915,136172,ACC_0039236,ACC_0084134,16871.68,IMPS,Bengaluru,Karnataka,2,ADAPTIVE_REROUTE,1
FTX_00009543,CASE_002916,135061,ACC_0008441,ACC_0079484,18186.36,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00009544,CASE_002916,135131,ACC_0079484,ACC_0068904,15458.41,IMPS,Hyderabad,Telangana,2,ADAPTIVE_REROUTE,1
FTX_00009545,CASE_002917,79838,ACC_0059874,ACC_0081072,7826.31,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009546,CASE_002917,79866,ACC_0081072,ACC_0050614,6837.55,IMPS,Nashik,Maharashtra,2,MULE_HOP,1
FTX_00009547,CASE_002917,79883,ACC_0050614,ACC_0093615,6573.58,IMPS,Nashik,Maharashtra,3,MULE_HOP,1
FTX_00009548,CASE_002917,79890,ACC_0093615,ACC_0078303,6157.88,IMPS,Nashik,Maharashtra,4,MULE_HOP,1
FTX_00009549,CASE_002917,80538,ACC_0078303,ACC_0081123,5542.09,IMPS,Nashik,Maharashtra,5,MULE_HOP,1
FTX_00009550,CASE_002918,236584,ACC_0071231,ACC_0079949,9424.48,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009551,CASE_002918,236600,ACC_0079949,ACC_0000136,9221.2,IMPS,Ahmedabad,Gujarat,2,MULE_HOP,1
FTX_00009552,CASE_002918,236593,ACC_0000136,ACC_0099738,8433.11,IMPS,Ahmedabad,Gujarat,3,MULE_HOP,1
FTX_00009553,CASE_002918,236648,ACC_0099738,ACC_0026961,8031.17,IMPS,Ahmedabad,Gujarat,4,MULE_HOP,1
FTX_00009554,CASE_002918,237284,ACC_0026961,ACC_0081728,7228.05,IMPS,Ahmedabad,Gujarat,5,MULE_HOP,1
FTX_00009555,CASE_002919,65352,ACC_0064087,ACC_0088758,57082.36,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00009556,CASE_002919,65425,ACC_0088758,ACC_0068884,30176.65,IMPS,Kolkata,West Bengal,2,FAN_OUT,1
FTX_00009557,CASE_002919,65384,ACC_0088758,ACC_0037979,7190.87,IMPS,Kolkata,West Bengal,3,FAN_OUT,1
FTX_00009558,CASE_002919,65400,ACC_0088758,ACC_0069983,331.45,IMPS,Kolkata,West Bengal,4,FAN_OUT,1
FTX_00009559,CASE_002919,65403,ACC_0088758,ACC_0077265,12475.5,IMPS,Kolkata,West Bengal,5,FAN_OUT,1
FTX_00009560,CASE_002919,65411,ACC_0088758,ACC_0058148,6907.9,IMPS,Kolkata,West Bengal,6,FAN_OUT,1
FTX_00009561,CASE_002920,30420,ACC_0007808,ACC_0094896,23273.89,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009562,CASE_002921,18067,ACC_0092332,ACC_0010385,86875.54,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00009563,CASE_002921,18137,ACC_0010385,ACC_0082305,73844.21,IMPS,Bengaluru,Karnataka,2,ADAPTIVE_REROUTE,1
FTX_00009564,CASE_002922,165794,ACC_0002320,ACC_0045786,10757.8,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00009565,CASE_002922,165864,ACC_0045786,ACC_0078303,9144.13,IMPS,Kolkata,West Bengal,2,ADAPTIVE_REROUTE,1
FTX_00009566,CASE_002923,38210,ACC_0023577,ACC_0077731,69326.89,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009567,CASE_002923,38310,ACC_0077731,ACC_0007161,58927.86,NEFT,Nagpur,Maharashtra,2,CROSS_BORDER_PROXY,1
FTX_00009568,CASE_002924,50525,ACC_0021317,ACC_0081711,27483.43,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009569,CASE_002924,50595,ACC_0081711,ACC_0093500,23360.92,IMPS,Ahmedabad,Gujarat,2,ADAPTIVE_REROUTE,1
FTX_00009570,CASE_002925,139464,ACC_0019503,ACC_0094632,263361.05,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009571,CASE_002925,139554,ACC_0094632,ACC_0069722,223856.89,IMPS,Chennai,Tamil Nadu,2,CROSS_STATE,1
FTX_00009572,CASE_002926,11105,ACC_0035316,ACC_0025008,30314.6,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00009573,CASE_002926,11195,ACC_0025008,ACC_0042116,25767.41,IMPS,Nagpur,Maharashtra,2,CROSS_STATE,1
FTX_00009574,CASE_002927,31297,ACC_0001662,ACC_0047019,50153.82,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009575,CASE_002928,170938,ACC_0018740,ACC_0035457,110525.78,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00009576,CASE_002928,171028,ACC_0035457,ACC_0043644,93946.91,IMPS,Nagpur,Maharashtra,2,CROSS_STATE,1
FTX_00009577,CASE_002929,69839,ACC_0094220,ACC_0040511,11745.65,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009578,CASE_002929,69871,ACC_0040511,ACC_0023800,10807.43,IMPS,Nashik,Maharashtra,2,MULE_HOP,1
FTX_00009579,CASE_002929,69884,ACC_0023800,ACC_0018804,9360.62,IMPS,Nashik,Maharashtra,3,MULE_HOP,1
FTX_00009580,CASE_002929,69895,ACC_0018804,ACC_0045922,8179.93,IMPS,Nashik,Maharashtra,4,MULE_HOP,1
FTX_00009581,CASE_002930,20701,ACC_0005472,ACC_0018116,47816.74,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009582,CASE_002930,20771,ACC_0018116,ACC_0001082,40644.23,IMPS,Pune,Maharashtra,2,ADAPTIVE_REROUTE,1
FTX_00009583,CASE_002931,20962,ACC_0083301,ACC_0066014,16952.98,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00009584,CASE_002931,21042,ACC_0066014,ACC_0092816,15257.68,IMPS,Hyderabad,Telangana,2,DIGITAL_ASSET_PROXY,1
FTX_00009585,CASE_002932,154028,ACC_0092349,ACC_0005488,114411.92,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009586,CASE_002932,154080,ACC_0079768,ACC_0005488,1605.89,UPI,Nagpur,Maharashtra,1,FAN_IN,1
FTX_00009587,CASE_002932,154117,ACC_0039902,ACC_0005488,60562.57,UPI,Nagpur,Maharashtra,2,FAN_IN,1
FTX_00009588,CASE_002932,154045,ACC_0072589,ACC_0005488,14918.25,UPI,Nagpur,Maharashtra,3,FAN_IN,1
FTX_00009589,CASE_002932,154068,ACC_0088355,ACC_0005488,25736.41,UPI,Nagpur,Maharashtra,4,FAN_IN,1
FTX_00009590,CASE_002932,154126,ACC_0043961,ACC_0005488,11588.81,UPI,Nagpur,Maharashtra,5,FAN_IN,1
FTX_00009591,CASE_002933,64554,ACC_0004901,ACC_0054528,6784.38,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009592,CASE_002933,64578,ACC_0073557,ACC_0054528,649.55,UPI,Mumbai,Maharashtra,1,FAN_IN,1
FTX_00009593,CASE_002933,64627,ACC_0086724,ACC_0054528,621.76,UPI,Mumbai,Maharashtra,2,FAN_IN,1
FTX_00009594,CASE_002933,64647,ACC_0073045,ACC_0054528,474.01,UPI,Mumbai,Maharashtra,3,FAN_IN,1
FTX_00009595,CASE_002933,64604,ACC_0051442,ACC_0054528,4791.23,UPI,Mumbai,Maharashtra,4,FAN_IN,1
FTX_00009596,CASE_002933,64648,ACC_0057968,ACC_0054528,247.83,UPI,Mumbai,Maharashtra,5,FAN_IN,1
FTX_00009597,CASE_002934,243462,ACC_0057482,ACC_0020262,15687.26,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009598,CASE_002934,243474,ACC_0020262,ACC_0097704,13715.91,IMPS,Nagpur,Maharashtra,2,MULE_HOP,1
FTX_00009599,CASE_002934,243483,ACC_0097704,ACC_0081070,12632.36,IMPS,Nagpur,Maharashtra,3,MULE_HOP,1
FTX_00009600,CASE_002934,243474,ACC_0081070,ACC_0030737,12126.42,IMPS,Nagpur,Maharashtra,4,MULE_HOP,1
FTX_00009601,CASE_002934,244162,ACC_0030737,ACC_0079991,10913.78,IMPS,Nagpur,Maharashtra,5,MULE_HOP,1
FTX_00009602,CASE_002935,133821,ACC_0075933,ACC_0016505,240680.96,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009603,CASE_002935,133891,ACC_0016505,ACC_0080484,204578.82,IMPS,Nagpur,Maharashtra,2,ADAPTIVE_REROUTE,1
FTX_00009604,CASE_002936,93890,ACC_0050443,ACC_0064194,8507.21,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00009605,CASE_002936,93964,ACC_0064194,ACC_0001758,870.37,IMPS,Hyderabad,Telangana,2,FAN_OUT,1
FTX_00009606,CASE_002936,93935,ACC_0064194,ACC_0035871,3359.67,IMPS,Hyderabad,Telangana,3,FAN_OUT,1
FTX_00009607,CASE_002936,93925,ACC_0064194,ACC_0030069,1386.34,IMPS,Hyderabad,Telangana,4,FAN_OUT,1
FTX_00009608,CASE_002936,93925,ACC_0064194,ACC_0042064,36.54,IMPS,Hyderabad,Telangana,5,FAN_OUT,1
FTX_00009609,CASE_002936,93946,ACC_0064194,ACC_0030579,2854.29,IMPS,Hyderabad,Telangana,6,FAN_OUT,1
FTX_00009610,CASE_002937,16896,ACC_0066728,ACC_0046989,21416.12,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009611,CASE_002937,16908,ACC_0046989,ACC_0034804,17638.06,IMPS,Ahmedabad,Gujarat,2,MULE_HOP,1
FTX_00009612,CASE_002937,16935,ACC_0034804,ACC_0032950,15799.85,IMPS,Ahmedabad,Gujarat,3,MULE_HOP,1
FTX_00009613,CASE_002937,16972,ACC_0032950,ACC_0073803,13997.37,IMPS,Ahmedabad,Gujarat,4,MULE_HOP,1
FTX_00009614,CASE_002938,138921,ACC_0097019,ACC_0041526,108110.2,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00009615,CASE_002938,138931,ACC_0041526,ACC_0043341,14636.48,IMPS,Bengaluru,Karnataka,2,FAN_OUT,1
FTX_00009616,CASE_002938,138980,ACC_0041526,ACC_0017472,5575.35,IMPS,Bengaluru,Karnataka,3,FAN_OUT,1
FTX_00009617,CASE_002938,138928,ACC_0041526,ACC_0082893,48171.8,IMPS,Bengaluru,Karnataka,4,FAN_OUT,1
FTX_00009618,CASE_002938,138929,ACC_0041526,ACC_0042116,11539.26,IMPS,Bengaluru,Karnataka,5,FAN_OUT,1
FTX_00009619,CASE_002938,138953,ACC_0041526,ACC_0006675,28187.31,IMPS,Bengaluru,Karnataka,6,FAN_OUT,1
FTX_00009620,CASE_002939,99024,ACC_0036570,ACC_0008391,22339.92,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009621,CASE_002939,99056,ACC_0008391,ACC_0092279,20427.98,IMPS,Ahmedabad,Gujarat,2,MULE_HOP,1
FTX_00009622,CASE_002939,99069,ACC_0092279,ACC_0043448,17824.34,IMPS,Ahmedabad,Gujarat,3,MULE_HOP,1
FTX_00009623,CASE_002939,99056,ACC_0043448,ACC_0010167,16040.77,IMPS,Ahmedabad,Gujarat,4,MULE_HOP,1
FTX_00009624,CASE_002940,194547,ACC_0010367,ACC_0059666,136991.58,UPI,Delhi,Delhi,1,VICTIM_TO_MULE,1
FTX_00009625,CASE_002940,194617,ACC_0059666,ACC_0079074,116442.84,IMPS,Delhi,Delhi,2,ADAPTIVE_REROUTE,1
FTX_00009626,CASE_002941,6965,ACC_0048140,ACC_0013147,260839.05,UPI,Delhi,Delhi,1,VICTIM_TO_MULE,1
FTX_00009627,CASE_002941,7065,ACC_0013147,ACC_0053517,221713.19,NEFT,Delhi,Delhi,2,CROSS_BORDER_PROXY,1
FTX_00009628,CASE_002942,74123,ACC_0086847,ACC_0013272,56462.4,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009629,CASE_002942,74193,ACC_0013272,ACC_0018399,47993.04,IMPS,Ahmedabad,Gujarat,2,ADAPTIVE_REROUTE,1
FTX_00009630,CASE_002943,181679,ACC_0099570,ACC_0088177,72807.94,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00009631,CASE_002943,181707,ACC_0088177,ACC_0065567,62557.66,IMPS,Pune,Maharashtra,2,MULE_HOP,1
FTX_00009632,CASE_002943,181736,ACC_0065567,ACC_0070202,58794.33,IMPS,Pune,Maharashtra,3,MULE_HOP,1
FTX_00009633,CASE_002943,181735,ACC_0070202,ACC_0055036,57054.77,IMPS,Pune,Maharashtra,4,MULE_HOP,1
FTX_00009634,CASE_002943,182379,ACC_0055036,ACC_0089280,51349.3,IMPS,Pune,Maharashtra,5,MULE_HOP,1
FTX_00009635,CASE_002944,25917,ACC_0023699,ACC_0057409,36159.68,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00009636,CASE_002944,25987,ACC_0057409,ACC_0097970,30735.73,IMPS,Ahmedabad,Gujarat,2,ADAPTIVE_REROUTE,1
FTX_00009637,CASE_002945,21574,ACC_0018476,ACC_0093674,744686.61,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00009638,CASE_002945,21644,ACC_0093674,ACC_0072880,632983.62,IMPS,Hyderabad,Telangana,2,ADAPTIVE_REROUTE,1
